_type,_id,_revision,_page.next,kodas,vietovardis_pilnas_nekirciuotas,vietovardis,linksniai,vietovardzio_rusis,vietovardis_vertimas,kirciuote,adm_teritorinis_priklausymas,statusas,kitas_statusas,kiti_variantai,papildoma_informacija,susije_vietovardziai
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,b9a8191f-864b-42a6-8ba7-3aca410d5b34,696408c1-8093-4f16-aacd-7e24068ab2f1,,100720,Akademija,Akadèmija,,miestelis,,1,"Kauno rajonas, Kaunoapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,68fc74b5-ef9c-43fc-a0cc-9ca6784989e0,c3ce2bdc-56c3-45c2-ba50-40025e5c83c2,,100730,Akademija,Akadèmija,,miestelis,,1,"Kėdainių rajonas, Kaunoapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,e9e13284-7041-4ebd-a1be-866d85b2fc26,96474887-8792-44e1-a02b-b2901be6104e,,100740,Akalyčia,Akãlyčia,,kaimas,,1,"Alytaus rajonas, Alytausapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,960a9844-9544-4864-8d0a-1c808fab8fba,90cf3281-fccc-4045-8291-9f5b4381c5db,,100750,Akatninkai,Akãtninkai,,kaimas,lenkiškai Ochotniki,1,"Seinų apskritis, Lenkija",pagrindinis,,Akãtnykai - šalutinis,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,1bc4fa19-5aed-468b-b383-7cebc39bcfb9,c8049d71-be91-4415-a243-c1f722de2a59,,100760,Akatnykai,Akãtnykai,,kaimas,,1,"Seinų apskritis, Lenkija",šalutinis,,Akãtninkai - pagrindinis,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,7a548928-4ecf-47fa-8168-25dfb4df7576,1b137f23-cfd8-4d64-8aa7-fcec61f91777,,100770,Akėčiai,Akėčiai̇̃,"Akėčių̃, Akėčiáms, į Akėčiùs, ties Akėčiai̇̃s, Akėčiuosè",kaimas,,4,"Šakių rajonas, Marijampolėsapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,4fe35061-7bd5-4591-8801-d6d50be822aa,b5ab8d39-bd94-4e5c-8bde-605f467f3b28,,100780,Akelė,Akẽlė,"Akẽlės, Akẽlei, į Akẽlę, ties Akelè, Akẽlėje",ežeras,,2,"Marijampolės savivaldybės teritorija, Marijampolėsapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,8996d771-6a0e-4791-b94a-a5f0b207b314,c40e26b5-46db-4ff4-9d2e-756ab41ab030,,100790,Akinė Sala,Aki̇̀nė Salà,"Aki̇̀nės Salõs, Aki̇̀nei Sãlai, į Aki̇̀nę Sãlą, ties Akinè Salà, Aki̇̀nėje Salojè",pelkė,,4,"Varėnos rajonas, Alytausapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,6a0a5b2e-794f-48e7-8719-cc2313dc2772,b55f6ae4-ccb2-44a2-b6b8-4fab3414889d,,100800,Aklasis Ežeras,Aklàsis Ẽžeras,"Ãklojo Ẽžero, Aklájam Ẽžerui, į Ãkląjį Ẽžerą, ties Aklúoju Ẽžeru, Aklãjame Ežerè",kaimas,,(3b),"Jonavos rajonas, Kaunoapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,13c62069-5be5-4671-b3ec-c2925d3845cc,0dd2d699-608e-40be-a9c3-9b192854dcd5,,100810,Aklasis ežeras,Aklàsis ẽžeras,,pelkė,,,"Jonavos rajonas, Kaunoapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,3b2dd836-b98c-49b2-b9f6-a25326daa67b,bb2472fc-7908-4028-80e0-8294ff2f0493,,100820,Akliai,Akliai̇̃,"Aklių̃, Akliáms, į Akliùs, ties Akliai̇̃s, Akliuosè",kaimas,,4,"Jonavos rajonas, Kaunoapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,736356c3-5ae9-4116-8e73-ca8bf1327721,89c9f4a2-1b95-4289-b27d-0e0143ad2852,,100822,Aklis,Ãklis,"Ãklio, Ãkliui, į Ãklį, ties Akliù, Ãklyje",ežeras,,2,"Rokiškio rajonas, Panevėžioapskritis, Lietuva",pagrindinis,,Õklis - šalutinis,"<p>Elektroninis žodyno variantas papildytas šiuo vietovardžiu (ir šalutiniu jo variantu), remiantis VLKK 2006-11-09 nutarimu Nr. N-8 (109).</p>",
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,2595a6b4-7217-44a0-996c-d8cd65edef24,fbf0b4f7-dac1-4d22-8cf5-0f5e50fa4b2e,,100830,Akmena,Akmenà,"Akmenõs, Ãkmenai, į Ãkmeną, ties Ãkmena, Akmenojè",kaimas,"vokiškai Ackminge, dabar rusiškai Zelenec",(3b),"Kaliningrado sritis, Slavsko rajonas, Rusija",neoficialusis,oficialusis - Zelenècas,,buvusi Pakalnės apskritis,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,0e43b02e-40e8-4706-b51a-0096922ba62a,6aae0eb4-d97a-4b8f-9a07-f9c31f941932,,100840,Akmena,Akmenà,"Akmenõs, Ãkmenai, į Ãkmeną, ties Ãkmena, Akmenojè",ežeras,,(3b),"Trakų rajonas, Vilniausapskritis, Lietuva",pagrindinis,,Añtakmenių ẽžeras - šalutinis,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,94eaff8b-b53d-4d4f-a019-bb530dc56e83,e3490414-ca6f-48a1-a3c7-111a7a04a3db,,100860,Akmena,Akmenà,"Akmenõs, Ãkmenai, į Ãkmeną, ties Ãkmena, Akmenojè",upė,"vokiškai Ackminge, dabar rusiškai Dal'njaja",(3b),"Kaliningrado sritis, Rusija",vienintelis,,,buvusi Pakalnės apskritis,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,b4be7d93-eaca-4e16-bae1-773f03d21dc7,4294f6d5-73eb-4a7d-96a5-352c4a78ec57,,100870,Akmena,Akmenà,"Akmenõs, Ãkmenai, į Ãkmeną, ties Ãkmena, Akmenojè",upė,,(3b),"Klaipėdos rajonas, Klaipėdosapskritis, Lietuva; Kretingos rajonas, Klaipėdosapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,c6d89963-3ca5-4852-9074-db6491266c48,388b5dc4-e680-435a-8925-d146beb145c6,,100880,Akmena,Akmenà,"Akmenõs, Ãkmenai, į Ãkmeną, ties Ãkmena, Akmenojè",upė,,(3b),"Kelmės rajonas, Šiauliųapskritis, Lietuva; Šilalės rajonas, Tauragėsapskritis, Lietuva; Tauragės rajonas, Tauragėsapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,6d12b2db-fe98-420a-b887-588267617c2c,9d4dcbf8-0c04-4251-80f2-8338155f60d8,,100890,Akmena,Akmenà,"Akmenõs, Ãkmenai, į Ãkmeną, ties Ãkmena, Akmenojè",upė,,(3b),"Jurbarko rajonas, Tauragėsapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,eb7d8d8b-e955-43f7-b8a6-2f3111033994,bdd803d6-1e8e-476d-8b72-43b07102e640,,100900,Akmenalės,Akmenãlės,"Akmenãlių, Akmenãlėms, į Akmenalès, ties Akmenãlėmis, Akmenãlėse",kaimas,,2,"Kretingos rajonas, Klaipėdosapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,0a234323-20a5-47e7-bb6a-31537b28cc7e,95976f19-dc3e-45a4-b483-c0c5b747a788,,100910,Akmenė,Akmẽnė,"Akmẽnės, Akmẽnei, į Akmẽnę, ties Akmenè, Akmẽnėje",miestas,,2,"Akmenės rajonas, Šiauliųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,6cd3ad6c-b0b9-4a55-ba77-9af14f1b8463,c54688a4-3960-4c66-b9c0-1f90a9235c86,,100920,Akmenė,Akmẽnė,"Akmẽnės, Akmẽnei, į Akmẽnę, ties Akmenè, Akmẽnėje",kaimas,,2,"Raseinių rajonas, Kaunoapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,acd81a3f-a567-424e-97af-bb2c0f2158fa,3be6e87f-fb49-4235-8539-06532603c9b3,,100930,Akmenėliai,Akmenė̃liai,"Akmenė̃lių, Akmenė̃liams, į Akmenėliùs, ties Akmenė̃liais, Akmenė̃liuose",kaimas,,2,"Pakruojo rajonas, Šiauliųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,02ae0306-83d9-4016-a19b-f6f04a50cf32,0b8f0644-e410-4db1-91bf-9cb782f22093,,100940,Akmeniai,Akmẽniai,"Akmẽnių, Akmẽniams, į Akmeniùs,  ties Akmẽniais, Akmẽniuose",kaimas,,2,"Kupiškio rajonas, Panevėžioapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,c6ccb37e-e4ec-4f87-9eb6-791d7e476e84,3500b55f-e585-4c18-b2ed-a4fe524d74ed,,100950,Akmeniai,Akmẽniai,"Akmẽnių, Akmẽniams, į Akmeniùs,  ties Akmẽniais, Akmẽniuose",kaimas,,2,"Lazdijų rajonas, Alytausapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,a26f621d-ceed-486d-b085-4157fa1297cc,b4ad34ec-2938-41a5-a208-27e2c4c207b9,,100960,Akmeniai,Akmẽniai,"Akmẽnių, Akmẽniams, į Akmeniùs,  ties Akmẽniais, Akmẽniuose",kaimas,,2,"Molėtų rajonas, Utenosapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,d745bb4d-c573-4635-a56e-753192021258,504d4ed9-04d3-4dfe-b922-74fd0e66cb42,,100970,Akmeniai,Akmẽniai,"Akmẽnių, Akmẽniams, į Akmeniùs,  ties Akmẽniais, Akmẽniuose",kaimas,,2,"Panevėžio rajonas, Panevėžioapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,2d71f9c9-e926-4143-b84a-800a4a7105f9,91cf5602-faa5-4bb4-a81d-76ca37a37f56,,100980,Akmeniai,Akmẽniai,"Akmẽnių, Akmẽniams, į Akmeniùs,  ties Akmẽniais, Akmẽniuose",kaimas,,2,"Rokiškio rajonas, Panevėžioapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,c9f0f813-809f-47d8-80a6-7d8a1ac3784b,5e71f669-be72-4b52-bb5d-4536ce52a55f,,100990,Akmeniai,Akmẽniai,"Akmẽnių, Akmẽniams, į Akmeniùs,  ties Akmẽniais, Akmẽniuose",kaimas,,2,"Širvintų rajonas, Vilniausapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,6acb312b-deff-40e0-9be2-dd4f9b5cfc9f,ca609f06-61f2-426e-ad2b-c79616fe3b8f,,101000,Akmeniai,Akmeniai̇̃,"Akmenių̃, Akmeniáms, į Ãkmenius, ties Akmeniai̇̃s, Akmeniuosè",kaimas,,(3b),"Jonavos rajonas, Kaunoapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,fad78ed5-f67c-456b-9409-031a087d40d8,34bfb605-b5c4-4a7f-893d-1bb41e8bbd9e,,101010,Akmeniai,Akmeniai̇̃,"Akmenių̃, Akmeniáms, į Ãkmenius, ties Akmeniai̇̃s, Akmeniuosè",kaimas,,(3b),"Kelmės rajonas, Šiauliųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,6b8ecc43-9c6e-4deb-8cb4-20303aac6075,f7a0facf-72ea-458c-a1b2-37612ca36927,,101020,Akmenynai,Akmenýnai,,kaimas,,1,"Kalvarijos savivaldybės teritorija, Marijampolėsapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,cbd57546-76cf-47f7-918d-56c9a87618aa,9ef19b46-4afd-4280-87ee-d2bd06663157,,101030,Akmenynė,Akmenỹnė,"Akmenỹnės, Akmenỹnei, į Akmenỹnę, ties Akmenynè, Akmenỹnėje",kaimas,,2,"Šakių rajonas, Marijampolėsapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,e62813a8-0d26-4081-aefb-d765d548659e,d1f9a63c-a4cf-472a-b1d7-5a3c02328e6c,,101040,Akmenynė,Akmenỹnė,"Akmenỹnės, Akmenỹnei, į Akmenỹnę, ties Akmenynè, Akmenỹnėje",kaimas,,2,"Šalčininkų rajonas, Vilniausapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,e92d59ee-dfe7-4099-b684-53069204b5d7,9496b22d-ff3e-4e07-a392-c2425e2d1815,,101050,Akmenis,Akmẽnis,"Akmẽnio, Akmẽniui, į Akmẽnį, ties Akmeniù, Akmẽnyje",upė,"vokiškai Ackmenis, dabar rusiškai Serebrjanka",2,"Kaliningrado sritis, Rusija",vienintelis,,,buvusi Ragainės apskritis,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,96e3268a-f950-4404-9b9d-c385d7f67ab5,5916b54f-deee-4f6d-8701-8be74c527a5d,,101060,Akmeniškiai,Akmeni̇̀škiai,"Akmeni̇̀škių, Akmeni̇̀škiams, į Akmeniškiùs, ties Akmeni̇̀škiais, Akmeni̇̀škiuose",kaimas,,2,"Šilutės rajonas, Klaipėdosapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,2e10ede0-392c-467d-bed8-3fcfee9c120a,d51c7eb2-5204-4e6f-b455-313c8fcc4f79,,101070,Akmeniškis,Akmeni̇̀škis,"Akmeni̇̀škio, Akmeni̇̀škiui, į Akmeni̇̀škį, ties Akmeniškiù, Akmeni̇̀škyje",kaimas,,2,"Biržų rajonas, Panevėžioapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,7305f410-5917-4c10-91d6-bc67c1316fac,0e5c273d-d503-4932-a5b7-76e21f28c6cb,,101080,Akmeniškių piliakalnis,Akmeni̇̀škių pi̇̀liakalnis,,piliakalnis,,,"Šilutės rajonas, Klaipėdosapskritis, Lietuva",šalutinis,,Piliẽs kálnas - pagrindinis,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,59165baa-ca94-4c9d-a208-6de1a6d0a7c0,fa73da3a-67fb-4366-ab5d-1cd3b3a10390,,101082,Akmenių ežeras,Akmẽnių ẽžeras,,ežeras,,,"Lazdijų rajonas, Alytausapskritis, Lietuva",,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,e695b930-f1ee-4096-be90-28d6549bfd26,42456303-2c9a-4f8f-ac0a-ef5bf77d83bc,,101090,Akmeno ežeras,Ãkmeno ẽžeras,,ežeras,,,"Rokiškio rajonas, Panevėžioapskritis, Lietuva",šalutinis,,Ãpvalasai - pagrindinis,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,9b042a9a-e2e4-461c-b566-1059899adb0d,22a6a945-44ac-4668-8d6e-1223464dad22,,101100,Akmenos miškas,Akmenõs miškas,,miškas,,,"Anykščių rajonas, Utenosapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,8cee4039-5533-4562-b554-0b43ef1ef05f,7aa22872-ad1e-4d74-9614-3731c59b7bd4,,101110,Akmenskinė,Akmenski̇̀nė,"Akmenski̇̀nės, į Akmenski̇̀nę, ties Akmenskinè, Akmenski̇̀nėje",kaimas,,2,"Rietavo savivaldybės teritorija, Telšiųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,4b08c82c-7ac9-47ad-ba4c-ae32e4d716aa,6f7428c1-7a7d-41ff-a8cd-c8995a95c619,,101120,Akmentilčio miškas,Akméntilčio mi̇̀škas,,miškas,,,"Vilniaus rajonas, Vilniausapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,774c08ce-9037-4bdc-aee1-f611a31a2250,8bf22dee-c117-4faa-bef6-ebdc7e78c223,,101130,Akmuo,Akmuõ,"Ãkmenio, Ãkmeniui, į Ãkmenį, ties Ãkmeniu, Akmenyjè",kaimas,,(3b),"Varėnos rajonas, Alytausapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,d6f21be2-871c-43bd-9e65-c415fc64606e,face6d4a-7a8f-4630-ba58-6cc6cfeae2d8,,101140,Aknysčiai,Aknỹsčiai,"Aknỹsčių, Aknỹsčiams, į Aknysčiùs, ties Aknỹsčiais, Aknỹsčiuose",kaimas,,2,"Anykščių rajonas, Utenosapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,734f6d8d-1896-4001-b13e-e9bd20fa95f5,8851dca3-2b88-4035-a802-70a1f663b149,,101150,Aknysta,Aknystà,"Aknystõs, Aknýstai, į Aknýstą, ties Aknýsta, Aknystojè",miestelis,latviškai Aknīste,3,"Jekabpilio rajonas, Latvija",vienintelis,,,iki 1920 m. yra priklausiusi Lietuvai,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,8d40d04c-19fe-4aa0-9212-4ba4964e284a,4bda8dcb-876c-4280-9138-73f1f1411e90,,101160,Aknysta,Aknystà,"Aknystõs, Aknýstai, į Aknýstą, ties Aknýsta, Aknystojè",upė,,3,"Utenos rajonas, Utenosapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,7072e648-aa5e-4329-8459-e4993737ae43,81ac3c48-e43c-4889-9de1-4a159a72ba79,,101170,Aknystėlis,Aknystė̃lis,"Aknystė̃lio, Aknystė̃liui, į Aknystė̃lį, ties Aknystėliù, Aknystė̃lyje",ežeras,,2,"Utenos rajonas, Utenosapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,1b61485e-69d6-4e45-9c7d-1ea4168f0eae,6c099020-ab0d-4e85-a1d9-4677c7e4e17f,,101180,Aknystos,Aknýstos,,kaimas,,1,"Anykščių rajonas, Utenosapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,bd5509b6-292d-472b-8f22-18c448698dcc,6ce5115a-7030-4175-b4ec-1f852b529183,,101190,Akriemiai,Akri̇́emiai,,kaimas,,1,"Ignalinos rajonas, Utenosapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,6ed297ae-86e5-465b-850e-720db402bd74,685cc858-d8d1-49c7-9b09-c116565cd1c2,,101200,Akstinai,Akstinai̇̃,"Akstinų̃, Akstináms,  į Ãkstinus, ties Akstinai̇̃s, Akstinuosè",kaimas,,(3b),"Raseinių rajonas, Kaunoapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,1a37d0b9-e64a-4c1c-a21f-ded823aad65e,0a7368df-f213-4b6b-9482-9ef1f7e6fb64,,101210,Akšeliškė,Ãkšeliškė,,kaimas,,1,"Kelmės rajonas, Šiauliųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,6743215b-0601-470d-9afa-b6f48f356115,bb10d140-1992-4ff0-81b2-4a430647b428,,101220,Aktiubinskas,Aktiùbinskas,,miestas,,1,Kazachstanas,vienintelis,,,Lietuvos gyventojų 1941–1952 m. tremties vieta,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,58689df4-c626-480f-b2bb-2f1ffd8624d1,a926c0f1-1c9b-44c1-a3ab-65f9b853467d,,101230,Akulovas,Akùlovas,,kaimas,,1,"Kaliningrado sritis, Nemano rajonas, Rusija",oficialusis,neoficialusis - Ragai̇̃nės Naujãdvaris,,buvusi Ragainės apskritis,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,c227fd8f-b2c2-44a8-ad15-0f9734612553,e89540c7-6874-4dbe-b331-e63239d92f16,,101240,Akuočiai,Akuõčiai,"Akuõčių, Akuõčiams, į Akuočiùs, ties Akuõčiais, Akuõčiuose",kaimas,,2,"Lazdijų rajonas, Alytausapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,dbbcfec3-5c37-4810-86b0-8d639f32fdf3,569a0458-d86e-45f2-8109-e0304e4744f2,,101250,Akvieriškė,Akviẽriškė,,kaimas,,1,"Švenčionių rajonas, Vilniausapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,5d8ec635-9db9-4b64-ba63-5601df9a0fd7,82d22110-38c6-42ec-8873-9c8a4ac7ca91,,101260,Akvieriškės piliakalnis,Akviẽriškės pi̇̀liakalnis,,piliakalnis,,,"Švenčionių rajonas, Vilniausapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,85c0b40a-1539-4be0-8f19-146f1808291b,bbc6c4c1-80f1-4226-82e8-459d7cc4c1c3,,101270,Alaburdiškės,Alabùrdiškės,,kaimas,,1,"Trakų rajonas, Vilniausapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,c0382f28-4200-40c1-bcae-0a1d60931a87,92dab73e-3323-4576-b418-1f210c4d6585,,101280,Alančių miškas,Alančių̃ mi̇̀škas,,miškas,,,"Panevėžio rajonas, Panevėžioapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,0cc91f81-0086-490e-944c-a816a3a65da9,e59cb6c3-0229-41a0-aea0-37f15d13ecf8,,101290,Alanta,Alantà,"Alantõs, Ãlantai, į Ãlantą, ties Ãlanta, Alantojè",miestelis,,(3b),"Molėtų rajonas, Utenosapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,d2094023-526d-496c-afec-f6cddda787db,bc53baf5-b926-4012-9c11-a7355740f1d7,,101300,Alanta,Alantà,"Alantõs, Ãlantai, į Ãlantą, ties Ãlanta, Alantojè",upė,,(3b),"Panevėžio rajonas, Panevėžioapskritis, Lietuva; Ukmergės rajonas, Vilniausapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,a04bfa2a-d076-4126-8263-76df6f7da171,53fbf82a-e3b7-453e-9d9e-f7ddc8f67758,,101310,Alanta,Alantà,"Alantõs, Ãlantai, į Ãlantą, ties Ãlanta, Alantojè",upė,,(3b),"Molėtų rajonas, Utenosapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,6553e4e1-1f49-4c14-a4d2-76167646f0a5,9be8ce50-3f28-4de5-bb53-647261b08f05,,101320,Alantas,Ãlantas,,upė,,1,"Kretingos rajonas, Klaipėdosapskritis, Lietuva; Plungės rajonas, Telšiųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,bd9cfaa1-f234-4b97-af25-a328d97d226d,c22d0aee-5461-4290-83c2-125c9843b886,,101330,Alantės,Ãlantės,"Alančių̃, Alantė́ms, į Ãlantes, ties Alantėmi̇̀s, Alantėsè",kaimas,,(3b),"Panevėžio rajonas, Panevėžioapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,2028f1e6-dfcf-4d20-8897-b3e40057a888,7b6ed23d-55a2-4416-b9d9-836b7c79f43e,,101340,Alaušai,Alaušai̇̃,"Alaušų̃, Alaušáms, į Ãlaušus, ties Alaušai̇̃s, Alaušuosè",ežeras,,(3b),"Molėtų rajonas, Utenosapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,156f9450-226d-4e36-b4d5-83a2b643debe,5ad25216-7e7e-49d9-86bd-c79e51ae993b,,101350,Alaušas,Ãlaušas,"Ãlaušo, Ãlaušui, į Ãlaušą, ties Ãlaušu, Alaušè",ežeras,,(3b),"Anykščių rajonas, Utenosapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,6566aff0-8709-46a7-91ac-227c6ac977fe,e2fc2196-6b72-4851-b257-0da26c0b3d29,,101360,Alaušas,Ãlaušas,"Ãlaušo, Ãlaušui, į Ãlaušą, ties Ãlaušu, Alaušè",ežeras,,(3b),"Utenos rajonas, Utenosapskritis, Lietuva",pagrindinis,,Alaušai̇̃ - šalutinis,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,311754a3-a6cd-4d06-8eda-03277e506a3e,a6349073-d533-4381-98e3-a449620d00fb,,101370,Alaušai,Alaušai̇̃,"Alaušų̃, Alaušáms, į Ãlaušus, ties Alaušai̇̃s, Alaušuosè",ežeras,,(3b),"Utenos rajonas, Utenosapskritis, Lietuva",šalutinis,,Ãlaušas - pagrindinis,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,4d63845a-72f2-4597-912c-cef87a532ca2,664ff469-73fb-447c-85b1-4bb756e72f56,,101380,Albaičiai,Albáičiai,,kaimas,,1,"Kelmės rajonas, Šiauliųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,2f72449d-492e-4e59-b23d-74a00615480f,6083d787-b68f-4cdb-b201-feaadc34094d,,101390,Aldikis,Aldi̇̀kis,"Aldi̇̀kio, Aldi̇̀kiui, į Aldi̇̀kį, ties Aldikiù, Aldi̇̀kyje",ežeras,,2,"Švenčionių rajonas, Vilniausapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,8ada8b43-b35e-4d8b-8b8c-c3b76272625e,0c111498-e7ae-460d-85ea-d207a754b614,,101400,Alėcka,Alė́cka,,miestas,lenkiškai Olecko,1,"Alėckos apskritis, Lenkija",pagrindinis,,Alẽckas - šalutinis,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,68439429-bc2e-4f31-bebf-a35fb5c8ca56,89a2169f-d0ff-4092-a059-fe09498758dd,,101410,Aleckas,Alẽckas,"Alẽcko, Alẽckui, į Alẽcką, ties Aleckù, Aleckè",miestas,,2,"Alėckos apskritis, Lenkija",šalutinis,,Alė́cka - pagrindinis,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,a754b583-0f76-4ea1-8bfc-443fb4071a40,2087ffd5-0e7d-4849-a1f7-512e9c17c64e,,101420,Alėja,Alė́ja,,upė,,1,"Raseinių rajonas, Kaunoapskritis, Lietuva",vienintelis,,,,
